Packet,2026 SCT Spring Pack 4.pdf
Team A,ACEAMSDPP
Team B,Varactyl
Final Score,ACEAMSDPP 160 - 105 Varactyl
Winner,ACEAMSDPP
Exported,2026-05-09T12:15:00.000Z

Team,Score
ACEAMSDPP,160
Varactyl,105

Player,Team,Points
Ankit Aggarwal,ACEAMSDPP,80
Ankur Aggarwal,ACEAMSDPP,80
Aditya Koushik,Varactyl,40
Ana Corral,Varactyl,15
Shaphnah McKenzie,Varactyl,50
