Packet,2026 SCT Spring Pack 4.pdf
Team A,strangers on a chrain
Team B,Sarlacc
Final Score,strangers on a chrain 280 - 110 Sarlacc
Winner,strangers on a chrain
Exported,2026-05-09T12:00:00.000Z

Team,Score
strangers on a chrain,280
Sarlacc,110

Player,Team,Points
Terry Tang,strangers on a chrain,70
Richard Niu,strangers on a chrain,65
Anuttam Ramji,strangers on a chrain,145
Benjamin McAvoy-Bickford,Sarlacc,65
David Lingan,Sarlacc,45
