Packet,2026 SCT Spring Pack 7.pdf
Team A,Varactyl
Team B,SF Individuals
Final Score,Varactyl 180 - 250 SF Individuals
Winner,SF Individuals
Exported,2026-05-09T15:30:00.000Z

Team,Score
Varactyl,180
SF Individuals,250

Player,Team,Points
Aditya Koushik,Varactyl,60
Ana Corral,Varactyl,50
Shaphnah McKenzie,Varactyl,70
Arjun Panickssery,SF Individuals,85
Adam Kalinich,SF Individuals,45
Ryan Panwar,SF Individuals,120
