Packet,2026 SCT Spring Pack 3.pdf
Team A,Dust of Snow
Team B,Varactyl
Final Score,Dust of Snow 210 - 200 Varactyl
Winner,Dust of Snow
Exported,2026-05-09T11:30:00.000Z

Team,Score
Dust of Snow,210
Varactyl,200

Player,Team,Points
Lorie Au Yeung,Dust of Snow,80
Huy Lai,Dust of Snow,80
Doug Robeson,Dust of Snow,50
Aditya Koushik,Varactyl,105
Ana Corral,Varactyl,30
Shaphnah McKenzie,Varactyl,65
